date,pressure_hpa,temp_max,temp_avg,temp_min,dew_point,humidity_pct,sunshine_h,wind_direction,wind_speed_kmh,rainfall_mm
2005-01-01,1027.6,10.7,7.4,4.2,-5.9,38.0,9.2,N,28.0,0.0
2005-01-02,1023.3,13.5,9.9,7.9,-2.6,41.0,2.5,N,15.0,0.0
2005-01-03,1019.4,18.2,13.2,9.2,5.2,59.0,1.5,N,12.0,0.0
2005-01-04,1021.3,17.9,14.4,12.6,6.7,60.0,0.0,N NNW,15.0,0.0
2005-01-05,1022.0,18.1,15.2,13.1,8.1,63.0,0.0,N,13.0,0.0
2005-01-06,1021.2,22.3,16.8,13.1,8.2,58.0,8.1,N,11.0,0.0
2005-01-07,1021.8,21.7,17.0,14.4,12.8,77.0,7.9,SE,10.0,0.0
2005-01-08,1022.1,19.5,16.5,15.1,10.3,68.0,0.2,N,10.0,0.0
2005-01-09,1022.7,16.8,14.0,11.6,6.8,62.0,4.1,N,19.0,0.0
2005-01-10,1022.8,18.2,13.6,10.5,7.0,65.0,5.4,N,16.0,0.0
2005-01-11,1022.3,19.3,15.5,12.7,9.6,68.0,3.2,N,12.0,0.0
2005-01-12,1021.9,17.5,13.6,11.5,6.6,63.0,2.7,N,18.0,0.0
2005-01-13,1020.9,12.0,8.8,7.3,5.6,81.0,0.0,N,27.0,3.6
2005-01-14,1022.0,12.2,8.8,5.3,0.7,58.0,5.8,N,27.0,0.0
2005-01-15,1022.2,14.6,10.4,7.2,-1.5,44.0,7.0,N,21.0,0.0
2005-01-16,1022.9,16.5,12.3,9.0,-0.2,42.0,8.9,N,12.0,0.0
2005-01-17,1022.0,18.8,13.9,10.6,7.0,63.0,6.9,ESE,10.0,0.0
2005-01-18,1020.7,21.5,15.8,12.6,11.1,74.0,3.0,SE,10.0,0.0
2005-01-19,1021.6,20.4,16.5,14.1,12.5,78.0,0.6,N,9.0,0.0
2005-01-20,1025.4,18.0,14.6,12.5,10.4,76.0,0.0,NNE,12.0,0.0
2005-01-21,1025.7,20.3,15.4,13.8,11.4,77.0,5.3,SE,17.0,0.0
2005-01-22,1022.2,19.1,16.2,14.8,13.1,82.0,3.2,ESE,9.0,0.0
2005-01-23,1019.8,20.8,17.4,14.7,14.2,82.0,7.7,SE,12.0,0.0
2005-01-24,1017.4,20.1,17.2,16.2,14.3,84.0,2.5,SE,12.0,0.0
2005-01-25,1013.1,18.8,17.7,16.9,16.1,91.0,0.0,SSE,9.0,0.0
2005-01-26,1012.5,18.5,17.4,16.1,16.1,92.0,0.0,SE,14.0,0.0
2005-01-27,1012.2,17.8,17.0,16.0,15.3,90.0,0.0,SE,12.0,0.0
2005-01-28,1011.3,17.9,16.7,15.1,15.4,92.0,0.0,N,7.0,2.8
2005-01-29,1012.4,18.0,16.7,15.3,15.6,93.0,0.0,SSE,8.0,0.2
2005-01-30,1016.0,18.1,15.4,11.8,14.3,93.0,0.0,N,11.0,0.8
2005-01-31,1019.3,12.0,10.9,10.3,8.7,86.0,0.0,N,25.0,0.6
2005-02-01,1019.2,11.0,10.0,8.6,5.2,73.0,0.0,N,24.0,0.2
2005-02-02,1019.7,11.3,9.7,8.5,8.2,90.0,0.0,N,19.0,0.4
2005-02-03,1019.0,13.2,11.3,9.8,10.4,94.0,0.0,N,11.0,2.6
2005-02-04,1017.0,16.7,15.0,13.0,13.9,93.0,0.0,SSE,8.0,0.0
2005-02-05,1016.7,17.6,17.2,16.6,16.3,94.0,0.0,SE,10.0,0.2
2005-02-06,1018.2,18.5,17.4,16.5,16.4,94.0,0.0,SE,12.0,0.0
2005-02-07,1019.6,25.5,19.6,17.4,17.4,87.0,4.8,SE SSE,8.0,0.0
2005-02-08,1020.2,22.4,18.6,17.3,17.1,91.0,0.7,SE,11.0,0.2
2005-02-09,1020.0,21.2,18.4,17.1,16.1,86.0,5.1,SE,14.0,0.0
2005-02-10,1022.2,24.9,18.5,14.1,13.9,75.0,4.4,N,14.0,0.0
2005-02-11,1024.6,17.7,14.6,12.5,9.2,70.0,0.0,N,17.0,0.0
2005-02-12,1023.0,20.7,16.6,14.5,12.1,75.0,0.0,NNE,11.0,0.0
2005-02-13,1021.1,19.7,16.4,14.4,12.8,80.0,4.7,SE,18.0,0.0
2005-02-14,1017.5,17.4,16.2,15.3,14.5,89.0,0.0,ESE,20.0,1.2
2005-02-15,1014.3,19.1,18.1,16.9,17.0,94.0,0.0,SSE,15.0,0.2
2005-02-16,1012.1,21.9,21.2,18.8,20.2,94.0,0.0,S SSE,17.0,0.4
2005-02-17,1012.0,22.0,19.8,16.1,18.2,90.0,0.1,S,12.0,0.2
2005-02-18,1017.2,16.0,11.6,10.1,9.4,87.0,0.0,N,29.0,2.0
2005-02-19,1022.5,12.4,10.4,8.8,4.0,65.0,0.2,N,33.0,0.0
2005-02-20,1025.3,9.2,8.2,7.2,2.0,65.0,0.0,N,29.0,0.0
2005-02-21,1023.7,8.9,7.4,7.0,4.8,84.0,0.0,N,25.0,0.0
2005-02-22,1020.3,10.1,8.6,7.4,7.3,92.0,0.0,N,17.0,1.2
2005-02-23,1013.7,19.0,13.8,9.9,12.5,92.0,0.0,S,10.0,0.0
2005-02-24,1010.2,21.0,18.8,17.0,17.8,93.0,0.2,SE SSE,4.0,1.2
2005-02-25,1012.5,19.0,17.2,15.7,16.8,97.0,0.0,N,8.0,1.0
2005-02-26,1017.5,15.7,14.6,13.4,13.9,95.0,0.0,ESE,16.0,2.4
2005-02-27,1019.0,13.9,13.2,12.1,12.5,96.0,0.0,N,17.0,7.4
2005-02-28,1020.5,13.0,11.3,9.7,9.9,91.0,0.0,N,23.0,7.2
2005-03-01,1021.8,12.8,11.4,10.6,10.1,91.0,0.0,N,17.9,2.2
2005-03-02,1022.0,12.0,11.2,10.4,10.8,98.0,0.0,N,21.6,12.6
2005-03-03,1025.1,13.1,11.2,9.5,8.0,81.0,0.4,N,27.6,4.8
2005-03-04,1029.5,12.5,11.0,9.4,5.2,68.0,0.0,N,24.1,1.2
2005-03-05,1031.6,17.1,12.2,8.0,5.0,63.0,9.8,NNW,13.0,0.0
2005-03-06,1028.5,18.2,13.6,10.3,4.8,57.0,10.2,SE,16.5,0.0
2005-03-07,1025.8,21.4,15.3,11.7,9.8,70.0,8.4,N,12.3,0.0
2005-03-08,1022.0,23.0,17.6,14.3,13.3,77.0,9.9,SE SSE,10.6,0.0
2005-03-09,1018.0,21.5,18.4,16.1,15.9,86.0,2.2,SE,9.8,0.0
2005-03-10,1013.5,21.5,18.7,16.6,17.3,92.0,0.1,SE SSE,10.1,0.0
2005-03-11,1012.5,20.4,19.4,18.7,19.2,99.0,0.0,SE,10.2,0.8
2005-03-12,1016.7,20.4,15.0,8.5,14.5,96.0,0.0,SE,27.5,13.6
2005-03-13,1024.8,9.4,8.4,7.6,4.3,76.0,0.0,N,31.2,0.0
2005-03-14,1021.3,12.1,10.8,8.7,5.7,70.0,0.0,N,15.8,0.0
2005-03-15,1018.3,16.1,13.6,11.1,11.1,85.0,0.0,N,9.0,0.0
2005-03-16,1018.5,21.1,18.2,15.7,16.4,90.0,0.0,SE ESE,7.0,0.0
2005-03-17,1017.6,25.4,21.3,17.7,18.6,85.0,6.8,SE,8.0,0.0
2005-03-18,1020.4,21.5,18.3,15.8,15.3,83.0,0.0,ESE,17.0,0.0
2005-03-19,1021.3,19.9,16.4,13.8,11.5,74.0,6.5,ESE,16.0,0.0
2005-03-20,1019.2,21.1,17.7,14.8,13.4,76.0,1.9,SE,12.0,0.0
2005-03-21,1015.4,21.0,18.2,17.2,16.3,89.0,1.4,SE,15.0,0.2
2005-03-22,1012.4,20.3,19.1,17.8,18.4,95.0,0.0,SSE,8.0,5.6
2005-03-23,1016.1,21.7,18.4,15.4,14.9,80.0,1.0,N,20.0,10.8
2005-03-24,1021.7,19.5,16.6,13.0,10.7,69.0,2.5,N,20.0,0.6
2005-03-25,1021.1,18.4,16.5,15.5,11.0,70.0,0.0,ESE,14.0,0.0
2005-03-26,1016.9,19.1,17.2,16.1,15.4,90.0,0.0,ESE,14.0,2.2
2005-03-27,1014.2,20.2,18.8,17.4,17.8,94.0,0.0,SSE,11.0,1.8
2005-03-28,1013.9,25.6,21.5,19.6,20.4,94.0,3.4,S,10.0,0.0
2005-03-29,1012.7,25.3,21.7,18.8,20.4,93.0,0.6,S,14.0,0.6
2005-03-30,1012.5,19.1,17.3,16.1,16.6,95.0,0.0,ESE,24.0,2.8
2005-03-31,1013.0,17.8,16.7,16.0,15.8,94.0,0.0,ESE,10.0,2.0
2005-04-01,1014.2,18.1,17.3,16.6,16.6,96.0,0.0,N,10.0,1.2
2005-04-02,1015.7,22.8,19.8,17.5,16.9,84.0,2.4,NNW,14.0,0.2
2005-04-03,1018.8,24.4,21.0,18.3,15.0,69.0,2.7,N,12.0,0.0
2005-04-04,1021.3,22.7,19.9,18.5,14.2,70.0,6.1,ESE,16.0,0.0
2005-04-05,1018.6,22.9,19.6,18.2,16.3,81.0,0.0,SE ESE,11.0,0.0
2005-04-06,1014.4,23.4,20.8,19.0,18.5,87.0,1.4,SE,8.0,0.0
2005-04-07,1013.2,25.5,22.0,19.7,20.1,89.0,6.3,SE,12.0,0.0
2005-04-08,1012.3,26.1,23.2,21.4,22.0,93.0,2.7,S,17.0,0.2
2005-04-09,1012.1,24.8,23.6,22.5,22.6,94.0,0.0,SSE,19.0,0.0
2005-04-10,1012.7,26.4,24.2,22.6,23.0,93.0,0.1,S,14.0,0.6
2005-04-11,1012.8,26.1,24.0,22.8,22.6,92.0,1.1,SSE,19.0,0.0
2005-04-12,1015.2,23.2,19.0,14.5,18.1,94.0,0.0,NNW,21.0,10.2
2005-04-13,1019.9,16.2,14.4,13.2,13.0,91.0,0.0,N,24.0,7.4
2005-04-14,1019.6,23.7,19.1,15.5,14.8,77.0,3.8,N,11.0,0.2
2005-04-15,1019.1,22.2,20.0,18.3,17.2,84.0,0.0,N,11.0,6.0
2005-04-16,1017.3,21.4,20.3,19.4,18.6,90.0,0.0,SE,17.0,0.4
2005-04-17,1017.6,22.2,20.6,19.6,17.9,85.0,0.0,ESE,13.0,0.0
2005-04-18,1018.0,26.1,22.7,20.2,19.6,83.0,8.8,SE,10.0,0.0
2005-04-19,1018.0,26.0,23.1,20.8,20.4,85.0,8.7,SE,11.0,0.0
2005-04-20,1016.4,30.4,25.3,21.9,20.6,76.0,5.8,NNW,10.0,0.0
2005-04-21,1013.9,25.9,23.4,22.0,21.3,88.0,0.3,SE,13.0,0.2
2005-04-22,1013.0,26.6,23.9,22.1,21.8,88.0,3.1,SE,10.0,0.0
2005-04-23,1013.0,27.4,24.5,23.2,22.4,88.0,4.6,SE,12.0,0.0
2005-04-24,1012.9,27.9,24.9,23.4,22.7,88.0,3.3,SE,12.0,0.0
2005-04-25,1011.5,27.3,24.6,22.7,22.5,88.0,2.4,SSE,13.0,4.4
2005-04-26,1011.6,24.9,23.0,21.6,21.4,90.0,0.2,ESE,15.0,1.0
2005-04-27,1011.6,22.6,22.0,21.2,20.8,93.0,0.0,ESE,14.0,0.6
2005-04-28,1010.0,26.2,23.5,22.2,21.8,90.0,0.6,SE,13.0,1.0
2005-04-29,1008.7,27.4,25.6,23.8,24.3,92.0,1.5,S SSE,20.0,0.2
2005-04-30,1007.9,27.1,26.0,25.3,24.4,91.0,0.4,S,20.0,0.0
2005-05-01,1007.7,26.7,26.0,25.4,24.6,92.0,0.0,S,16.0,0.0
2005-05-02,1009.1,29.0,26.7,25.5,24.8,90.0,1.4,S,15.0,0.0
2005-05-03,1009.6,29.6,27.0,25.8,24.7,88.0,5.6,S SSE,16.0,0.0
2005-05-04,1008.2,28.3,26.4,25.2,24.4,89.0,2.5,S,17.0,0.2
2005-05-05,1004.4,28.3,26.6,25.4,24.0,86.0,4.0,S,22.0,0.0
2005-05-06,1006.3,28.7,25.0,21.1,20.8,78.0,5.5,N NNW,13.0,15.0
2005-05-07,1009.0,28.0,25.0,23.3,20.9,78.0,1.6,SE,15.0,0.0
2005-05-08,1008.9,26.3,25.3,24.4,23.4,90.0,0.2,SE,10.0,9.2
2005-05-09,1006.2,25.8,23.9,21.7,22.9,94.0,0.0,S,13.0,74.2
2005-05-10,1005.8,28.5,24.5,23.4,23.3,93.0,2.4,N,12.0,77.8
2005-05-11,1007.7,25.8,24.3,23.2,23.0,93.0,0.4,SE,24.0,0.2
2005-05-12,1007.3,29.4,26.7,24.8,25.2,92.0,3.9,S SSE,14.0,0.0
2005-05-13,1006.0,29.6,27.6,26.5,25.5,88.0,4.7,S,20.0,0.0
2005-05-14,1006.5,30.1,27.9,26.8,25.5,87.0,4.4,S,18.0,0.0
2005-05-15,1008.9,30.2,28.2,26.9,25.7,86.0,8.6,S,18.0,0.0
2005-05-16,1009.6,30.0,28.1,26.7,25.5,86.0,8.7,S,20.0,0.8
2005-05-17,1009.4,29.6,27.9,26.7,25.6,87.0,6.2,S,20.0,5.2
2005-05-18,1009.4,30.4,28.3,26.9,25.8,86.0,6.0,S,16.0,0.4
2005-05-19,1010.4,30.8,27.4,25.2,25.1,88.0,5.6,S,19.0,30.8
2005-05-20,1010.8,27.8,26.6,25.2,24.8,90.0,0.3,SE,23.0,7.2
2005-05-21,1010.1,29.2,27.5,25.7,24.6,85.0,8.1,SSE,18.0,0.0
2005-05-22,1009.4,31.1,28.2,26.2,24.3,80.0,11.5,S,13.0,0.0
2005-05-23,1008.6,30.6,28.2,26.5,24.7,81.0,9.0,S,15.0,0.8
2005-05-24,1008.2,29.1,26.2,23.9,24.0,88.0,2.4,S,11.0,49.4
2005-05-25,1009.2,29.5,26.9,25.7,24.8,88.0,4.8,SE,19.0,17.6
2005-05-26,1009.4,27.0,25.2,23.0,23.9,92.0,0.7,SE,23.0,87.8
2005-05-27,1006.9,29.3,25.8,23.5,24.0,90.0,2.7,S,12.0,8.6
2005-05-28,1007.0,29.9,26.6,24.5,24.0,86.0,2.0,SE,13.0,0.0
2005-05-29,1009.9,27.9,25.5,24.4,22.3,82.0,3.5,E ESE,17.0,0.0
2005-05-30,1009.2,28.8,26.1,24.2,21.4,76.0,9.3,ESE,20.0,0.0
2005-05-31,1006.7,30.1,26.7,24.4,23.2,82.0,5.7,SE,12.0,0.0
2005-06-01,1004.4,28.9,26.9,25.5,24.8,88.0,1.4,SSE,14.0,7.6
2005-06-02,1003.6,30.1,28.0,26.9,26.0,89.0,1.5,S,20.0,6.8
2005-06-03,1004.4,32.2,28.7,26.5,26.1,86.0,5.0,S,11.0,0.0
2005-06-04,1005.6,29.9,27.1,26.3,24.8,88.0,1.2,SE,10.0,11.0
2005-06-05,1006.5,26.5,24.7,22.7,21.6,83.0,0.0,ESE,17.0,12.6
2005-06-06,1006.6,26.8,25.4,24.5,22.0,81.0,0.4,ESE,19.0,0.0
2005-06-07,1006.6,25.6,24.6,24.0,22.0,85.0,0.0,ESE,19.0,0.0
2005-06-08,1006.4,28.5,25.6,24.6,22.6,84.0,1.8,ESE,18.0,0.0
2005-06-09,1005.2,31.2,26.8,24.3,23.0,80.0,4.0,ESE,10.0,0.8
2005-06-10,1002.8,31.2,27.9,25.3,24.6,83.0,10.3,S,11.0,0.2
2005-06-11,1001.5,33.2,29.3,27.3,25.0,78.0,10.3,SSW,14.0,0.0
2005-06-12,1001.5,31.3,28.7,27.0,24.7,79.0,0.7,SSW,10.0,0.2
2005-06-13,1002.5,29.4,27.2,25.9,25.2,89.0,0.6,SSW,9.0,6.4
2005-06-14,1001.5,31.7,28.5,26.7,25.7,85.0,2.0,SSW,11.0,2.6
2005-06-15,1001.8,28.2,27.0,25.2,25.8,93.0,0.0,S,10.0,21.8
2005-06-16,1005.1,27.5,25.5,24.3,24.2,92.0,0.0,S,9.0,39.0
2005-06-17,1007.2,27.7,26.1,23.8,24.9,93.0,0.0,S,15.0,22.2
2005-06-18,1006.1,29.4,27.5,26.9,26.0,92.0,3.0,S,23.0,7.8
2005-06-19,1005.2,30.3,28.2,27.0,25.8,87.0,5.0,S,26.0,2.2
2005-06-20,1005.2,30.5,28.5,27.6,26.0,86.0,1.8,S,26.0,0.0
2005-06-21,1005.3,28.1,27.4,25.2,25.9,92.0,0.0,S,21.0,81.2
2005-06-22,1005.6,27.6,26.1,23.6,24.8,93.0,0.0,S,17.0,55.0
2005-06-23,1006.4,26.5,25.2,24.1,24.0,93.0,0.0,S,14.0,43.6
2005-06-24,1007.3,28.1,26.3,24.7,25.0,92.0,0.2,S,13.0,80.6
2005-06-25,1007.0,30.1,28.0,26.8,25.8,88.0,7.3,S,17.0,0.2
2005-06-26,1005.4,29.9,27.9,26.6,25.7,88.0,6.3,S,20.0,6.4
2005-06-27,1005.1,30.7,28.3,27.0,25.9,87.0,7.6,S,20.0,6.8
2005-06-28,1005.8,31.7,28.9,27.1,25.7,83.0,9.7,SE SSE,16.0,0.0
2005-06-29,1006.9,31.4,28.3,25.6,25.1,83.0,7.5,SE,12.0,31.0
2005-06-30,1007.6,26.3,25.2,24.3,24.1,93.0,0.0,S,18.0,37.6
2005-07-01,1010.7,26.8,25.4,24.1,24.0,92.0,0.0,SE,14.0,10.2
2005-07-02,1010.9,30.9,27.8,25.2,25.2,86.0,8.6,SE,16.0,0.2
2005-07-03,1010.3,31.3,28.7,26.4,25.6,83.0,11.3,SE,13.0,0.0
2005-07-04,1009.3,30.9,28.7,27.2,25.2,82.0,9.4,SSE,14.0,0.0
2005-07-05,1008.5,31.7,28.8,26.4,25.0,80.0,10.0,S,11.0,0.0
2005-07-06,1006.8,31.9,28.9,26.7,24.7,78.0,9.1,S SSW,8.0,0.0
2005-07-07,1005.2,31.1,28.2,27.0,24.8,82.0,0.6,SSW,10.0,2.4
2005-07-08,1007.0,29.5,27.6,25.1,24.6,84.0,3.4,S,20.0,13.4
2005-07-09,1009.1,27.8,26.4,23.8,24.1,87.0,0.9,S,16.0,27.4
2005-07-10,1010.8,30.4,28.5,26.9,25.3,83.0,11.2,SSE,20.0,0.0
2005-07-11,1012.0,30.8,28.6,27.1,25.0,81.0,10.9,SSE,15.0,0.0
2005-07-12,1011.9,30.8,28.5,26.6,24.8,80.0,8.7,S,13.0,0.0
2005-07-13,1011.9,31.1,28.8,27.0,24.7,79.0,10.7,S,16.0,0.0
2005-07-14,1012.8,32.0,29.0,27.1,24.8,78.0,9.6,S,13.0,0.0
2005-07-15,1012.2,32.3,29.3,27.2,24.4,76.0,9.6,SSW,11.0,0.0
2005-07-16,1010.4,32.8,29.7,26.8,24.6,74.0,10.6,S,8.0,0.0
2005-07-17,1006.2,33.7,30.1,27.4,24.8,74.0,10.7,SSW,10.0,0.0
2005-07-18,1002.2,36.3,31.4,27.9,25.2,70.0,9.8,SW,11.0,0.0
2005-07-19,999.2,37.4,32.8,29.7,24.3,63.0,9.6,NW,13.0,0.0
2005-07-20,1000.1,35.9,31.2,29.0,26.1,75.0,8.4,SSW,12.0,0.0
2005-07-21,1002.0,33.5,28.8,25.2,24.5,78.0,3.1,S,11.0,8.6
2005-07-22,1004.9,27.8,26.1,24.5,23.8,87.0,0.0,SE,12.0,4.8
2005-07-23,1006.6,28.7,26.2,25.1,23.8,87.0,2.0,SE,8.0,12.4
2005-07-24,1006.0,30.8,28.1,25.1,24.6,81.0,9.6,SE,8.0,0.0
2005-07-25,1005.4,32.0,28.8,26.3,24.8,80.0,9.2,S,9.0,0.0
2005-07-26,1005.0,31.6,28.5,26.3,24.2,78.0,9.1,S,8.0,0.0
2005-07-27,1005.0,31.7,28.7,26.4,24.2,77.0,11.5,SE,13.0,0.0
2005-07-28,1003.6,33.1,29.2,27.1,25.0,78.0,9.2,ESE,13.0,0.0
2005-07-29,1001.6,28.9,27.0,24.9,25.0,89.0,3.3,ESE,20.0,29.6
2005-07-30,1003.5,28.3,26.0,24.8,24.8,92.0,0.0,SE,26.0,43.8
2005-07-31,1007.4,27.8,26.7,25.3,25.3,92.0,0.0,SE,23.0,39.6
2005-08-01,1008.9,31.3,28.6,25.5,26.1,86.0,10.8,SE,18.0,2.0
2005-08-02,1006.9,31.3,28.5,26.5,25.1,82.0,11.1,S SSE,12.0,0.0
2005-08-03,1003.6,32.1,28.7,26.5,24.6,79.0,12.0,SSW,12.0,0.0
2005-08-04,1001.6,32.9,29.2,27.0,25.5,81.0,9.9,S SSW,14.0,0.0
2005-08-05,1000.4,33.1,29.1,27.4,24.7,78.0,5.1,SW,10.0,0.0
2005-08-06,998.7,34.4,30.1,27.9,26.1,80.0,7.9,SSW,11.0,0.0
2005-08-07,1000.7,31.5,29.2,27.5,25.8,82.0,8.4,S,13.0,0.0
2005-08-08,1004.3,32.1,29.5,27.4,25.9,81.0,11.2,ESE,14.0,0.2
2005-08-09,1004.7,31.6,28.0,25.7,24.8,83.0,4.2,E,13.0,3.2
2005-08-10,1003.2,30.2,27.8,26.0,25.2,86.0,7.2,ESE,25.0,16.8
2005-08-11,1004.5,30.6,28.2,26.4,25.4,85.0,9.6,ESE,22.0,1.8
2005-08-12,1001.8,34.1,29.6,26.4,24.7,76.0,7.3,NW,11.0,22.2
2005-08-13,1000.2,32.8,27.9,23.4,24.8,84.0,0.0,S SSW,14.0,22.8
2005-08-14,1004.6,30.3,27.9,23.9,25.0,84.0,4.7,S,21.0,9.4
2005-08-15,1005.8,29.3,27.4,25.9,24.7,85.0,0.6,S,12.0,0.0
2005-08-16,1005.9,29.6,26.5,24.5,24.2,87.0,4.6,SE,14.0,44.4
2005-08-17,1006.0,27.8,26.0,25.2,24.1,89.0,3.9,SE,17.0,24.4
2005-08-18,1007.0,28.2,26.0,24.8,24.0,89.0,1.9,S SSW,13.0,9.6
2005-08-19,1006.7,25.2,24.7,23.8,23.6,94.0,0.0,SSW,17.0,71.0
2005-08-20,1005.0,26.3,24.4,23.5,23.6,95.0,0.0,SSW,22.0,167.4
2005-08-21,1006.5,27.4,26.5,25.8,25.2,93.0,0.0,SSW,15.0,18.6
2005-08-22,1009.4,29.5,27.6,26.4,25.6,89.0,7.2,S,18.0,0.0
2005-08-23,1009.5,29.8,27.8,26.2,25.3,86.0,9.5,S,14.0,0.2
2005-08-24,1007.6,29.8,27.3,25.3,24.8,86.0,2.7,SSW,8.0,1.8
2005-08-25,1008.2,30.3,26.8,24.9,23.1,80.0,2.8,N,11.0,0.6
2005-08-26,1010.0,29.8,26.9,25.6,24.3,85.0,3.2,SE,9.0,0.0
2005-08-27,1010.1,29.8,27.4,25.8,24.7,85.0,8.8,ESE,13.0,0.0
2005-08-28,1009.2,30.3,27.8,26.2,24.7,84.0,9.7,ESE,16.0,0.0
2005-08-29,1008.6,30.7,28.0,26.1,25.2,85.0,10.6,ESE,17.0,0.0
2005-08-30,1006.1,31.3,28.5,26.3,24.9,82.0,9.7,SE,11.0,0.0
2005-08-31,1003.5,33.6,29.6,26.4,25.5,79.0,10.5,SW SSW,8.0,0.0
2005-09-01,1001.2,33.0,30.2,27.7,22.2,63.0,7.9,NW,18.0,0.0
2005-09-02,1003.4,32.1,29.1,27.5,21.3,63.0,1.5,SE NW,9.0,0.0
2005-09-03,1005.0,29.4,27.4,25.6,24.6,85.0,0.0,N,9.0,15.0
2005-09-04,1006.4,28.2,26.6,24.7,24.6,89.0,2.2,ESE,13.0,41.6
2005-09-05,1008.4,31.9,28.2,25.5,23.8,77.0,10.8,N,11.0,0.0
2005-09-06,1008.8,32.7,28.8,25.4,24.4,78.0,6.4,NW,8.0,6.4
2005-09-07,1009.5,32.7,28.6,25.1,24.1,77.0,10.0,SE,12.0,5.8
2005-09-08,1010.7,31.1,28.0,26.0,24.6,82.0,3.3,SE,13.0,0.0
2005-09-09,1011.1,31.3,27.8,24.5,23.8,79.0,5.5,SE,11.0,0.2
2005-09-10,1009.2,31.9,27.2,24.7,23.6,81.0,5.8,N,8.0,0.2
2005-09-11,1007.0,33.2,28.8,25.3,23.7,75.0,8.6,N NW,8.0,0.0
2005-09-12,1009.8,31.8,28.9,27.3,25.2,81.0,6.1,ESE,12.0,0.0
2005-09-13,1013.2,31.4,28.8,27.5,25.7,83.0,8.5,ESE,16.0,0.0
2005-09-14,1014.4,33.6,29.4,27.0,25.1,78.0,10.7,SE,13.0,0.0
2005-09-15,1012.9,33.5,29.6,27.1,24.7,76.0,10.9,SE,12.0,0.0
2005-09-16,1011.1,33.5,29.3,27.1,24.4,75.0,10.3,SE,13.0,0.0
2005-09-17,1011.2,31.1,27.5,24.8,23.8,81.0,2.3,E NNE,19.0,5.0
2005-09-18,1014.1,30.2,27.5,24.3,24.9,86.0,5.5,ESE,26.0,47.6
2005-09-19,1015.9,31.0,27.6,24.2,24.7,85.0,8.0,SE,14.0,19.0
2005-09-20,1012.7,31.6,28.3,26.4,24.9,82.0,5.8,S SE NW,7.0,0.6
2005-09-21,1009.4,32.4,29.1,26.6,25.3,80.0,9.1,SE WSW,8.0,0.0
2005-09-22,1006.7,34.7,30.6,28.3,23.7,67.0,5.6,N,17.0,0.0
2005-09-23,1006.2,31.3,27.9,26.1,21.5,68.0,3.9,N,26.0,0.2
2005-09-24,1004.8,27.6,26.2,24.6,21.8,77.0,1.3,NNE,33.0,3.2
2005-09-25,1005.3,27.2,25.8,23.4,23.6,88.0,0.2,E,31.0,26.2
2005-09-26,1009.8,27.5,26.4,25.1,24.2,88.0,2.7,ESE,28.0,13.4
2005-09-27,1014.3,28.5,26.5,25.4,24.2,87.0,0.6,ESE,25.0,3.2
2005-09-28,1014.7,29.4,27.1,25.8,23.8,82.0,8.2,ESE,16.0,0.0
2005-09-29,1013.8,31.1,27.3,25.6,23.6,80.0,6.3,SE,9.0,0.0
2005-09-30,1013.6,30.5,27.4,25.3,23.6,80.0,8.7,SE,9.0,0.0
2005-10-01,1011.9,32.3,28.5,25.7,24.9,81.0,8.6,SW SSW,8.0,0.0
2005-10-02,1007.6,34.0,30.4,27.1,24.5,72.0,7.8,NW,10.0,0.4
2005-10-03,1007.6,32.6,29.5,26.8,22.4,66.0,8.4,NNW,16.0,0.0
2005-10-04,1012.3,30.2,27.1,23.8,20.0,65.0,10.1,N,18.0,0.0
2005-10-05,1013.4,30.8,26.8,23.2,20.8,70.0,7.2,N,13.0,0.0
2005-10-06,1013.1,31.7,27.8,24.5,23.1,76.0,8.0,N,11.0,0.6
2005-10-07,1013.0,30.8,28.0,26.3,23.2,75.0,3.3,N,14.0,0.0
2005-10-08,1013.6,29.5,26.7,24.2,19.5,65.0,4.8,N,27.0,0.0
2005-10-09,1015.0,29.1,26.3,24.0,18.6,63.0,5.0,N,23.0,0.0
2005-10-10,1015.0,31.1,26.8,24.3,20.0,67.0,9.1,N,16.0,0.0
2005-10-11,1015.0,29.8,27.0,25.3,21.9,74.0,7.8,SE,15.0,0.0
2005-10-12,1014.1,28.9,26.4,25.1,21.5,74.0,4.1,ESE,16.0,0.0
2005-10-13,1013.7,31.1,27.1,25.2,21.5,72.0,6.0,SE,10.0,0.0
2005-10-14,1013.6,31.7,27.0,24.6,22.8,78.0,5.1,SE,11.0,0.0
2005-10-15,1014.8,29.8,26.8,25.1,21.1,72.0,4.5,N,11.0,0.0
2005-10-16,1015.6,29.0,25.8,23.5,19.6,69.0,5.1,N,13.0,0.0
2005-10-17,1016.8,29.4,26.2,24.5,21.9,77.0,2.3,SE,11.0,0.0
2005-10-18,1018.0,29.9,25.9,24.8,19.7,69.0,4.3,ESE,17.0,0.0
2005-10-19,1018.1,29.6,25.5,23.6,18.3,65.0,8.7,ESE,19.0,0.0
2005-10-20,1017.7,29.5,25.5,23.1,18.7,67.0,9.1,ESE,15.0,0.0
2005-10-21,1017.2,30.1,26.0,23.5,19.5,68.0,9.2,N,13.0,0.0
2005-10-22,1018.8,27.6,24.6,21.8,16.7,62.0,8.4,N,21.0,0.0
2005-10-23,1019.8,25.3,22.6,19.9,14.7,62.0,7.6,N,22.0,0.0
